,ticker,name,common_name,sector
0,A,AGILENT TECH,Agilent Technologies Inc,20102010.0
1,AAL.O,AMERICN ARLNS ,American Airlines Group Inc,40501010.0
2,AAP,ADV AUTO PARTS,Advance Auto Parts Inc,40401030.0
3,AAPL.O,APPLE INC,Apple Inc,10102030.0
4,ABBV.K,ABBVIE,Abbvie Inc,20103015.0
5,ABC,AMERISOURCEBER,Amerisourcebergen Corp,45201015.0
6,ABMD.O,ABIOMED INC,ABIOMED Inc,20102010.0
7,ABT,ABBOTT LABS,Abbott Laboratories,20103015.0
8,ACC,AMER CMPS COMM,American Campus Communities Inc,35102040.0
9,ACHC.O,ACADIA HEALTHC,Acadia Healthcare Company Inc,20101025.0
10,ACIW.O,ACI WORLDWIDE,ACI Worldwide Inc,50205015.0
11,ACM,AECOM,AECOM,50101015.0
12,ACN,ACCENTURE PLC,Accenture PLC,50205020.0
13,ADBE.O,ADOBE INC,Adobe Inc,10101015.0
14,ADI.O,ANALOG DEVICES,Analog Devices Inc,10102010.0
15,ADM,ARCHER-DANIELS,Archer-Daniels-Midland Co,45102030.0
16,ADNT.K,ADIENT PLC,Adient PLC,40101025.0
17,ADP.O,AUTOMATIC DATA,Automatic Data Processing Inc,50205020.0
18,ADS,ALLIANCE DATA,Alliance Data Systems Corp,50205015.0
19,ADSK.O,AUTODESK INC,Autodesk Inc,10101015.0
20,AEE,AMEREN CORP,Ameren Corp,65102000.0
21,AEO,AMER EAGLE OUT,American Eagle Outfitters Inc,40401020.0
22,AEP.O,AMRCN ELCTRC O,American Electric Power Company Inc,65101015.0
23,AES,THE AES CORP,AES Corp,65101015.0
24,AFG,AMER FINL GRP,American Financial Group Inc,30302025.0
25,AFL,AFLAC INC,Aflac Inc,30301010.0
26,AGCO.K,AGCO CRP,AGCO Corp,50204010.0
27,AIG,AMER INTL GROU,American International Group Inc,30302010.0
28,AIRC.K,APRTM INC RT O,Apartment Income REIT Corp,35102040.0
29,AIZ,ASSURANT,Assurant Inc,30302025.0
30,AJG,ARTHUR J GALLA,Arthur J Gallagher & Co,30302025.0
31,AKAM.O,AKAMAI TECH IN,Akamai Technologies Inc,10101020.0
32,ALB,ALBEMARLE,Albemarle Corp,55201000.0
33,ALE,ALLETE,ALLETE Inc,65101015.0
34,ALGN.O,ALIGN TECH INC,Align Technology Inc,20102015.0
35,ALK,ALASKA AIR GRO,Alaska Air Group Inc,40501010.0
36,ALL,ALLSTATE CP,Allstate Corp,30302025.0
37,ALLE.K,ALLEGION PLC,Allegion PLC,50202020.0
38,AM,ANTERO MIDSTRE,Antero Midstream Corp,60101035.0
39,AMAT.O,APPLIED MATL,Applied Materials Inc,10102020.0
40,AMCR.K,AMCOR PLC,Amcor PLC,50203030.0
41,AMD.O,ADV MICRO DEVI,Advanced Micro Devices Inc,10102010.0
42,AME,AMETEK,AMETEK Inc,50202025.0
43,AMED.O,AMEDISYS INC,Amedisys Inc,20101025.0
44,AMG,AFFLTED MANAGE,Affiliated Managers Group Inc,30202010.0
45,AMGN.O,AMGEN,Amgen Inc,20103010.0
46,AMKR.O,AMKOR TECH INC,Amkor Technology Inc,10102020.0
47,AMP,AMERIPRISE FIN,Ameriprise Financial Inc,30202000.0
48,AMT,AMER TOWER CP,American Tower Corp,35102025.0
49,AMZN.O,AMAZON COM,Amazon.com Inc,40401010.0
50,AN,AUTONATION INC,AutoNation Inc,40401030.0
51,ANET.K,ARISTA NETWORK,Arista Networks Inc,10101020.0
52,ANSS.O,ANSYS INC,ANSYS Inc,10101015.0
53,ANTM.K,ANTHEM INC,Anthem Inc,20101020.0
54,AON,AON PLC,Aon PLC,30302015.0
55,AOS,A O SMITH,A O Smith Corp,50101025.0
56,APA.O,APA CORPORTN O,APA Corp (US),
57,APD,AIR PRODS & CH,Air Products and Chemicals Inc,55201020.0
58,APH,AMPHENOL A,Amphenol Corp,10102015.0
59,APTV.K,APTIV PLC,Aptiv PLC,40101025.0
60,ARE,ALEXANDRIA RE ,Alexandria Real Estate Equities Inc,35102030.0
61,ARW,ARROW ELECTRON,Arrow Electronics Inc,10102015.0
62,ARWR.O,ARROWHEAD PRMT,Arrowhead Pharmaceuticals Inc,20103010.0
63,ASB,ASSOCIATED BAN,Associated Banc-Corp,30101010.0
64,ASGN.K,ASGN INCORPORA,ASGN Inc,50205025.0
65,ASH,ASHLAND GLB HL,Ashland Global Holdings Inc,55201000.0
66,ASML.O,ASML HOLDING D,ASML Holding NV,10102020.0
67,ATO,ATMOS ENERGY,Atmos Energy Corp,65102020.0
68,ATR,APTARGROUP,Aptargroup Inc,50203030.0
69,ATVI.O,ACTIVISIN BLIZ,Activision Blizzard Inc,40203040.0
70,AVB,AVALONBAY COMM,Avalonbay Communities Inc,35102040.0
71,AVGO.O,BROADCOM INC,Broadcom Inc,10102010.0
72,AVNT.K,AVIENT CORPT O,Avient Corp,55201000.0
73,AVT.O,AVNET INC,Avnet Inc,10102010.0
74,AVY,AVERY DENNISON,Avery Dennison Corp,55101000.0
75,AWK,AMERICN WTR WK,American Water Works Company Inc,65102030.0
76,AXON.O,AXON ENTERPRIS,Axon Enterprise Inc,50201020.0
77,AXP,AMER EXPRESS C,American Express Co,50205015.0
78,AYI,ACUITY BRANDS,Acuity Brands Inc,50101035.0
79,AZO,AUTOZONE INC,Autozone Inc,40401030.0
80,AZPN.O,ASPEN TECHNOLO,Aspen Technology Inc,10101015.0
81,BA,BOEING CO,Boeing Co,50201010.0
82,BAC,BANK OF AMERIC,Bank of America Corp,30101010.0
83,BAX,BAXTER INTL IN,Baxter International Inc,20102010.0
84,BBY,BEST BUY CO IN,Best Buy Co Inc,40401030.0
85,BC,BRUNSWICK CORP,Brunswick Corp,50204030.0
86,BCO,BRINK'S CO,Brinks Co,50205040.0
87,BDC,BELDEN INC,Belden Inc,50202010.0
88,BDX,BECTON DICKINS,Becton Dickinson and Co,20102015.0
89,BEN,FRANKLIN RES,Franklin Resources Inc,30202010.0
90,BFb,BROWN FORMAN B,Brown-Forman Corp,45101015.0
91,BHF.O,BRIGHTHOUSE FN,Brighthouse Financial Inc,30301010.0
92,BIDU.O,BAIDU INC ADS,Baidu Inc,10101020.0
93,BIIB.O,BIOGEN INC,Biogen Inc,20103010.0
94,BIO,BIO-RAD LABS A,Bio Rad Laboratories Inc,20102010.0
95,BJ,BJS WHLS CLB O,BJ's Wholesale Club Holdings Inc,40401010.0
96,BK,BANK NY MELLON,Bank of New York Mellon Corp,30202015.0
97,BKH,BLACK HILLS CO,Black Hills Corp,65102020.0
98,BKNG.O,BOOKING HOLDIN,Booking Holdings Inc,40501015.0
99,BKR,BAKER HUGHE CO,Baker Hughes Co,60101030.0
100,BLD,TOPBUILD CORP,TopBuild Corp,50101035.0
101,BLDR.K,BUILDR FIRST O,Builders FirstSource Inc,50101035.0
102,BLK,BLACKROCK INC,BlackRock Inc,30202010.0
103,BLKB.O,BLACKBAUD,Blackbaud Inc,10101015.0
104,BLL,BALL CORP,Ball Corp,50203030.0
105,BMY,BRISTOL MYERS ,Bristol-Myers Squibb Co,20103015.0
106,BOH,BK OF HAWAII,Bank of Hawaii Corp,30101010.0
107,BR,BROADRIDGE FIN,Broadridge Financial Solutions Inc,30202015.0
108,BRKb,BERKSHRE CL B,Berkshire Hathaway Inc,30302020.0
109,BRKS.O,BROOKS AUTOMAT,Brooks Automation Inc,10102020.0
110,BRO,BROWN & BROWN,Brown & Brown Inc,30302025.0
111,BRX,BRIXMOR PROPER,Brixmor Property Group Inc,35102045.0
112,BSX,BOSTON SCIEN C,Boston Scientific Corp,20102010.0
113,BWA,BORGWARNER,Borgwarner Inc,40101025.0
114,BXP,BOSTON PPTY,Boston Properties Inc,35102030.0
115,BXS,BANCORPSOUTH B,BancorpSouth Bank,30101010.0
116,BYD,BOYD GAMING,Boyd Gaming Corp,40501020.0
117,C,CITIGROUP,Citigroup Inc,
118,CABO.K,CABLE ONE INC,Cable One Inc,15102010.0
119,CACI.K,CACI INTL,CACI International Inc,10101010.0
120,CAG,CONAGRA BRANDS,Conagra Brands Inc,45102020.0
121,CAH,CARDINAL HLTH,Cardinal Health Inc,20103015.0
122,CAR.O,AVIS BUDGET,Avis Budget Group Inc,40201040.0
123,CARR.K,CARRR GLB CR O,Carrier Global Corp,50101025.0
124,CASY.O,CASEYS GENERAL,Caseys General Stores Inc,45201010.0
125,CAT,CATERPILLAR IN,Caterpillar Inc,50204020.0
126,CATY.O,CATHAY GEN BNC,Cathay General Bancorp,30101010.0
127,CB,CHUBB LIMITED,Chubb Ltd,30302025.0
128,CBOE.K,CBOE GLOBAL MK,Cboe Global Markets Inc,30202015.0
129,CBRE.K,CBRE GROUP INC,CBRE Group Inc,35101015.0
130,CBRL.O,CRACKR BAREL O,Cracker Barrel Old Country Store Inc,40501040.0
131,CBSH.O,COMMERCE BANCS,Commerce Bancshares Inc,30101010.0
132,CBT,CABOT CORP,Cabot Corp,55201000.0
133,CC,CHEMOURS COMPA,Chemours Co,55201020.0
134,CCI,CROWN CASTLE,Crown Castle International Corp,35102025.0
135,CCL,CARNIVAL CORP,Carnival Corp,40501015.0
136,CCMP.O,CMC MTRL INC O,CMC Materials Inc,10102010.0
137,CDAY.K,CERIDIAN HCM H,Ceridian HCM Holding Inc,10101015.0
138,CDK.O,CDK GLOBAL INC,CDK Global Inc,10101015.0
139,CDNS.O,CADENCE DESIGN,Cadence Design Systems Inc,10101015.0
140,CDW.O,CDW CORP,CDW Corp,10102030.0
141,CE,CELANESE,Celanese Corp,55201000.0
142,CERN.O,CERNER CORP,Cerner Corp,20101025.0
143,CF,CF INDUSTRIES,CF Industries Holdings Inc,55201015.0
144,CFG,CITIZENS FINAN,Citizens Financial Group Inc,30101010.0
145,CFR,CULLEN FROST,Cullen/Frost Bankers Inc,30101010.0
146,CFX,COLFAX CRP,Colfax Corp,50204000.0
147,CGNX.O,COGNEX CRP,Cognex Corp,50202025.0
148,CHD,CHURCH DWIGHT,Church & Dwight Co Inc,45201030.0
149,CHDN.O,CHURCH DOWNS,Churchill Downs Inc,40501020.0
150,CHE,CHEMED,Chemed Corp,20101025.0
151,CHH,CHOICE HTL (NE,Choice Hotels International Inc,40501025.0
152,CHKP.O,CHECK PT SFTWR,Check Point Software Technologies Ltd,10101015.0
153,CHRW.O,CH ROBINSON WW,CH Robinson Worldwide Inc,50206010.0
154,CHTR.O,CHARTER COMM O,Charter Communications Inc,15102010.0
155,CHX.O,CHMPNX CRPRT O,ChampionX Corp,60101030.0
156,CI,CIGNA CORP,Cigna Corp,20101020.0
157,CIEN.K,CIENA CORPRATI,Ciena Corp,15101010.0
158,CINF.O,CINCINNATI FIN,Cincinnati Financial Corp,30302025.0
